1354	9	255
1355	9	255
1356	9	255
1357	9	255
1358	9	255
1359	9	255
1360	9	255
1354	10	255
1360	10	255
1362	10	255
1363	10	255
1364	10	255
1350	11	255
1351	11	255
1352	11	255
1353	11	255
1354	11	255
1360	11	255
1361	11	255
1362	11	255
1364	11	255
1365	11	255
1366	11	255
1346	12	255
1347	12	255
1348	12	255
1349	12	255
1350	12	255
1366	12	255
1367	12	255
1368	12	255
1369	12	255
1370	12	255
1371	12	255
1372	12	255
1346	13	255
1372	13	255
1345	14	255
1346	14	255
1372	14	255
1373	14	255
1374	14	255
1344	15	255
1345	15	255
1374	15	255
1375	15	255
1343	16	255
1344	16	255
1374	16	255
1375	16	255
1342	17	255
1343	17	255
1374	17	255
1375	17	255
1376	17	255
1341	18	255
1342	18	255
1376	18	255
1377	18	255
1378	18	255
1379	18	255
1380	18	255
1341	19	255
1380	19	255
1340	20	255
1341	20	255
1380	20	255
1381	20	255
1382	20	255
1338	21	255
1339	21	255
1340	21	255
1382	21	255
1383	21	255
1384	21	255
1385	21	255
1386	21	255
1338	22	255
1386	22	255
1336	23	255
1337	23	255
1338	23	255
1386	23	255
1329	24	255
1330	24	255
1331	24	255
1332	24	255
1336	24	255
1382	24	255
1383	24	255
1384	24	255
1385	24	255
1386	24	255
1329	25	255
1332	25	255
1333	25	255
1334	25	255
1335	25	255
1336	25	255
1382	25	255
1329	26	255
1330	26	255
1331	26	255
1332	26	255
1333	26	255
1382	26	255
1383	26	255
1384	26	255
1333	27	255
1382	27	255
1383	27	255
1384	27	255
1332	28	255
1333	28	255
1382	28	255
1383	28	255
1384	28	255
1385	28	255
1386	28	255
1332	29	255
1386	29	255
1331	30	255
1332	30	255
1386	30	255
1387	30	255
1388	30	255
1331	31	255
1386	31	255
1387	31	255
1388	31	255
1331	32	255
1332	32	255
1380	32	255
1381	32	255
1382	32	255
1383	32	255
1384	32	255
1385	32	255
1386	32	255
1332	33	255
1333	33	255
1380	33	255
1331	34	255
1332	34	255
1333	34	255
1380	34	255
1331	35	255
1380	35	255
1331	36	255
1332	36	255
1333	36	255
1380	36	255
1381	36	255
1382	36	255
1332	37	255
1333	37	255
1380	37	255
1381	37	255
1382	37	255
1332	38	255
1380	38	255
1331	39	255
1332	39	255
1380	39	255
1331	40	255
1332	40	255
1380	40	255
1332	41	255
1380	41	255
1332	42	255
1333	42	255
1380	42	255
1333	43	255
1378	43	255
1379	43	255
1380	43	255
1333	44	255
1334	44	255
1378	44	255
1334	45	255
1378	45	255
1334	46	255
1335	46	255
1378	46	255
1335	47	255
1376	47	255
1377	47	255
1378	47	255
1335	48	255
1375	48	255
1376	48	255
1335	49	255
1374	49	255
1375	49	255
1335	50	255
1336	50	255
1337	50	255
1338	50	255
1374	50	255
1375	50	255
1376	50	255
1338	51	255
1339	51	255
1340	51	255
1376	51	255
1339	52	255
1340	52	255
1341	52	255
1372	52	255
1373	52	255
1374	52	255
1375	52	255
1376	52	255
1339	53	255
1340	53	255
1341	53	255
1372	53	255
1341	54	255
1342	54	255
1343	54	255
1372	54	255
1343	55	255
1344	55	255
1345	55	255
1372	55	255
1345	56	255
1370	56	255
1371	56	255
1372	56	255
1345	57	255
1346	57	255
1370	57	255
1346	58	255
1347	58	255
1348	58	255
1366	58	255
1367	58	255
1368	58	255
1369	58	255
1370	58	255
1348	59	255
1349	59	255
1350	59	255
1351	59	255
1352	59	255
1353	59	255
1354	59	255
1364	59	255
1365	59	255
1366	59	255
1354	60	255
1355	60	255
1356	60	255
1362	60	255
1363	60	255
1364	60	255
1356	61	255
1362	61	255
1356	62	255
1357	62	255
1362	62	255
1357	63	255
1358	63	255
1362	63	255
1358	64	255
1360	64	255
1361	64	255
1362	64	255
1358	65	255
1359	65	255
1360	65	255
